Unnamed: 0.1,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1448,32.0,0,0,1,0,101,1,0,2,19,0,10.0,4.0,-1,0.0,3,0
411,39.0,0,1,3,0,186,0,0,0,2,6,342.0,1.0,-1,0.0,3,0
1634,42.0,3,2,1,0,759,0,0,0,28,2,97.0,1.0,169,3.0,0,0
1905,39.0,9,0,3,0,273,2,0,0,18,10,910.0,2.0,184,4.0,2,1
2170,52.0,9,2,2,0,907,2,0,2,4,4,104.0,2.0,-1,0.0,3,0
1915,29.0,9,1,3,0,1026,1,0,0,12,3,10.0,1.0,92,1.0,1,0
2022,33.0,9,1,2,0,3170,0,0,0,28,11,246.0,2.0,-1,0.0,3,0
2927,30.0,0,0,1,0,125,2,0,2,29,0,238.0,2.0,-1,0.0,3,0
2937,56.0,2,0,1,0,705,2,0,2,29,0,151.0,2.0,-1,0.0,3,0
430,53.0,9,0,0,0,995,0,0,0,4,6,200.0,3.0,-1,0.0,3,0
2407,40.0,2,0,0,0,33,0,0,2,26,0,70.0,3.0,-1,0.0,3,0
3058,38.0,4,0,1,0,4030,2,0,0,19,3,75.0,2.0,177,5.0,0,0
2348,30.0,9,1,2,0,940,0,0,0,8,5,131.0,2.0,-1,0.0,3,0
1176,50.0,9,0,2,0,-470,2,0,0,8,0,506.0,2.0,170,3.0,0,0
2741,37.0,4,1,1,0,61,2,0,2,19,0,182.0,8.0,-1,0.0,3,0
2591,34.0,9,0,2,0,2892,2,1,0,30,1,1165.0,7.0,-1,0.0,3,0
1432,35.0,7,0,0,0,365,0,0,0,29,5,41.0,2.0,-1,0.0,3,0
102,39.0,4,0,3,0,5996,0,0,1,21,3,345.0,2.0,-1,0.0,3,0
2409,39.0,8,1,3,0,1649,0,0,0,27,0,204.0,2.0,-1,0.0,3,0
1263,49.0,4,0,1,0,4667,2,0,2,19,0,130.0,2.0,-1,0.0,3,0
2615,45.0,0,0,1,0,776,2,0,0,6,6,232.0,4.0,253,1.0,0,0
1714,57.0,4,0,0,0,0,0,0,2,5,4,58.0,8.0,-1,0.0,3,0
1590,54.0,0,0,3,0,191,0,0,0,4,5,753.0,2.0,-1,0.0,3,0
2517,48.0,0,0,3,0,131,2,0,2,6,0,189.0,1.0,-1,0.0,3,0
2267,30.0,0,1,0,0,185,0,0,2,26,4,11.0,1.0,-1,0.0,3,0
2714,47.0,4,2,2,0,477,2,0,1,7,0,973.0,1.0,366,1.0,0,0
1886,39.0,4,2,1,0,902,2,0,0,10,6,691.0,2.0,180,5.0,0,1
3540,58.0,11,0,0,0,565,0,0,1,7,1,876.0,1.0,-1,0.0,3,1
1513,30.0,0,0,1,0,-99,2,0,0,15,0,144.0,5.0,-1,0.0,3,0
3382,37.0,0,0,3,0,897,2,0,0,13,7,119.0,2.0,280,2.0,0,0
4108,84.0,11,2,0,0,639,0,0,1,18,0,353.0,3.0,-1,0.0,3,1
1420,29.0,4,1,2,0,452,2,0,0,11,0,59.0,1.0,-1,0.0,3,0
396,34.0,8,0,1,0,613,2,0,0,4,4,80.0,1.0,-1,0.0,3,0
1064,53.0,2,2,1,0,-905,2,0,2,28,0,213.0,1.0,-1,0.0,3,0
4021,46.0,0,0,3,0,9328,2,0,0,5,0,725.0,3.0,-1,0.0,3,1
818,27.0,0,1,0,0,1209,0,0,0,29,2,283.0,1.0,-1,0.0,3,0
1474,44.0,8,2,1,0,432,0,0,0,9,6,132.0,3.0,-1,0.0,3,0
2567,40.0,0,0,1,0,0,2,1,2,29,0,245.0,3.0,-1,0.0,3,0
816,41.0,4,0,1,0,77,2,0,0,7,0,56.0,1.0,-1,0.0,3,0
3648,31.0,4,1,1,0,691,2,0,0,8,0,198.0,1.0,-1,0.0,3,0
381,39.0,0,0,0,0,3705,2,0,2,16,4,77.0,1.0,-1,0.0,3,0
1842,59.0,11,2,0,0,7179,0,0,0,5,6,150.0,1.0,-1,0.0,3,0
2882,24.0,0,0,1,0,-254,2,1,2,27,0,290.0,2.0,-1,0.0,3,0
3896,36.0,0,0,0,0,1177,0,0,0,15,7,10.0,0.0,311,4.0,2,1
2796,56.0,8,0,1,0,1270,2,0,0,17,3,80.0,2.0,165,2.0,1,0
3429,41.0,0,0,0,0,7735,2,0,0,20,3,220.0,1.0,190,1.0,0,0
864,43.0,9,0,0,0,8167,2,0,2,19,0,114.0,2.0,-1,0.0,3,0
2484,26.0,5,1,2,0,1153,0,0,0,4,0,238.0,3.0,-1,0.0,3,0
2600,45.0,9,2,2,0,959,1,0,2,18,4,10.0,1.0,-1,0.0,3,0
554,43.0,4,1,1,0,11269,0,0,2,29,0,92.0,1.0,-1,0.0,3,0
1159,31.0,9,1,2,0,62,2,0,0,18,0,175.0,1.0,293,5.0,0,0
1213,49.0,5,0,1,0,2576,2,0,0,15,0,64.0,6.0,-1,0.0,3,0
1498,51.0,0,2,0,0,837,0,0,1,30,1,41.0,2.0,-1,0.0,3,0
4153,42.0,4,0,1,0,440,2,0,0,3,6,13.0,5.0,-1,0.0,3,0
2085,33.0,0,0,1,0,-77,2,0,0,28,1,10.0,0.0,-1,0.0,3,0
1891,32.0,9,1,2,0,656,1,1,0,20,7,10.0,2.0,-1,0.0,3,0
3611,28.0,4,1,1,0,389,1,0,0,11,0,10.0,7.0,-1,0.0,3,0
4015,36.0,4,0,1,0,5902,2,0,2,23,0,219.0,4.0,-1,0.0,3,0
748,35.0,1,0,0,0,2643,0,1,0,8,1,259.0,1.0,-1,0.0,3,0
3505,36.0,4,0,2,0,491,2,0,2,8,0,103.0,3.0,-1,0.0,3,0
1482,39.0,0,0,1,0,0,2,0,0,7,0,502.0,1.0,7,2.0,0,0
866,54.0,11,0,1,0,3671,0,0,2,11,4,67.0,3.0,-1,0.0,3,0
752,31.0,0,0,0,0,352,2,0,2,19,0,97.0,9.0,-1,0.0,3,0
3747,37.0,0,0,1,0,140,2,1,0,7,0,490.0,1.0,-1,0.0,3,0
2328,25.0,0,1,1,0,913,2,0,0,7,1,113.0,4.0,-1,0.0,3,0
2002,39.0,8,1,3,0,1583,2,0,0,19,3,100.0,1.0,182,1.0,0,0
1614,40.0,8,1,1,0,2378,2,0,2,2,4,65.0,1.0,-1,0.0,3,0
729,47.0,9,1,2,0,153,2,0,0,18,3,192.0,2.0,-1,0.0,3,0
2249,49.0,3,2,2,0,780,0,0,0,8,3,148.0,1.0,871,2.0,0,0
4277,54.0,4,0,1,0,2225,0,1,0,13,5,73.0,2.0,-1,0.0,3,0
1721,60.0,11,0,3,0,262,1,0,0,18,5,10.0,4.0,-1,0.0,3,0
2101,48.0,4,0,1,0,4265,2,0,2,13,0,220.0,2.0,-1,0.0,3,0
3904,32.0,8,0,1,0,76,2,0,2,21,0,189.0,2.0,-1,0.0,3,0
1110,50.0,0,2,0,0,-10,0,1,0,10,1,369.0,6.0,-1,0.0,3,0
3623,33.0,7,0,0,0,1209,2,0,2,16,7,700.0,1.0,-1,0.0,3,0
346,57.0,9,0,2,0,1602,0,0,0,29,1,339.0,3.0,-1,0.0,3,0
2920,24.0,0,0,1,0,9,2,0,2,27,0,292.0,7.0,-1,0.0,3,0
4457,37.0,0,1,3,0,6969,2,0,2,20,0,412.0,1.0,-1,0.0,3,0
4228,36.0,0,0,1,0,-206,2,0,2,8,0,177.0,2.0,-1,0.0,3,0
578,49.0,0,0,1,0,171,0,0,0,4,6,19.0,3.0,175,2.0,1,0
75,54.0,7,2,2,0,3222,0,0,2,14,5,67.0,2.0,-1,0.0,3,0
4065,70.0,11,0,1,0,616,0,0,0,27,7,149.0,2.0,182,1.0,0,0
3935,38.0,7,1,3,0,1704,0,1,2,1,8,222.0,1.0,-1,0.0,3,0
2276,42.0,0,0,0,0,704,2,1,1,31,1,88.0,10.0,-1,0.0,3,0
3826,51.0,8,0,1,0,423,1,1,0,16,11,10.0,1.0,-1,0.0,3,0
178,37.0,7,0,3,0,1699,1,0,2,9,4,10.0,1.0,-1,0.0,3,0
3998,44.0,9,0,2,0,724,2,0,0,17,3,157.0,2.0,172,1.0,0,0
1504,47.0,8,2,1,0,225,0,0,0,28,5,1126.0,4.0,-1,0.0,3,1
2104,38.0,5,2,2,0,1513,0,0,0,7,0,330.0,1.0,342,1.0,0,0
1897,49.0,9,0,2,0,87,0,0,0,29,2,165.0,1.0,-1,0.0,3,0
604,42.0,0,0,0,0,0,2,0,0,17,1,71.0,1.0,-1,0.0,3,0
1961,38.0,0,0,0,0,3419,2,0,2,20,4,324.0,5.0,-1,0.0,3,0
25,41.0,9,0,2,0,5883,0,0,0,20,3,182.0,2.0,-1,0.0,3,0
658,47.0,4,0,1,0,57,1,0,0,5,0,10.0,1.0,342,1.0,2,0
2728,60.0,8,0,1,0,-396,2,0,0,11,0,443.0,1.0,350,1.0,0,0
3587,38.0,9,0,2,0,3452,0,0,0,13,5,132.0,2.0,-1,0.0,3,0
173,32.0,7,0,1,0,1031,1,0,2,17,1,10.0,1.0,-1,0.0,3,0
3835,29.0,6,1,2,0,19,0,0,0,5,6,110.0,2.0,64,2.0,2,1
331,29.0,4,1,2,0,828,2,0,0,16,7,215.0,3.0,321,3.0,1,0
342,60.0,9,1,2,0,0,0,1,0,23,1,151.0,1.0,-1,0.0,3,0
2630,58.0,11,0,3,0,0,0,0,0,4,5,506.0,1.0,-1,0.0,3,0
2111,31.0,9,1,3,0,0,0,1,0,28,5,38.0,16.0,-1,0.0,3,0
1088,39.0,9,1,2,0,416,0,0,0,23,11,56.0,4.0,-1,0.0,3,0
479,39.0,0,0,3,0,1480,1,0,2,14,0,10.0,1.0,-1,0.0,3,0
727,29.0,10,1,3,0,2929,0,0,0,11,5,91.0,1.0,-1,0.0,3,0
3105,30.0,2,2,1,0,0,2,0,0,13,0,172.0,1.0,-1,0.0,3,0
976,36.0,2,2,1,0,1594,1,0,2,6,4,10.0,3.0,-1,0.0,3,0
1421,28.0,8,0,1,0,-97,2,0,0,29,2,10.0,0.0,225,2.0,2,0
3732,34.0,0,1,1,0,79,0,1,0,20,3,104.0,1.0,-1,0.0,3,0
3925,48.0,4,0,1,0,17,2,1,0,17,3,81.0,1.0,-1,0.0,3,0
1589,26.0,0,0,1,0,245,2,0,2,26,0,16.0,11.0,-1,0.0,3,0
1299,49.0,0,0,1,0,-55,0,0,2,17,4,150.0,3.0,-1,0.0,3,0
2458,47.0,8,0,1,0,310,2,1,1,14,5,128.0,6.0,-1,0.0,3,0
4164,38.0,0,0,0,0,506,2,1,2,12,4,122.0,1.0,-1,0.0,3,0
660,36.0,4,2,1,0,666,2,1,0,3,7,190.0,1.0,133,1.0,1,0
2447,46.0,0,0,0,0,665,0,0,0,30,2,89.0,4.0,235,2.0,0,0
1643,29.0,2,2,1,0,330,2,0,2,12,0,88.0,2.0,-1,0.0,3,0
2509,41.0,0,0,0,0,0,2,0,2,30,0,232.0,3.0,-1,0.0,3,0
1782,31.0,0,1,1,0,-219,2,0,2,30,0,66.0,2.0,-1,0.0,3,0
1885,36.0,4,0,2,0,60,0,0,0,19,5,209.0,2.0,-1,0.0,3,0
2488,35.0,4,0,1,0,700,2,0,2,23,0,240.0,2.0,-1,0.0,3,0
2957,50.0,6,0,0,0,0,0,0,2,20,4,179.0,2.0,-1,0.0,3,0
2997,31.0,4,0,1,0,589,2,1,2,21,0,151.0,1.0,-1,0.0,3,0
1593,39.0,2,0,3,0,1572,2,0,0,9,1,185.0,1.0,-1,0.0,3,0
2623,32.0,5,0,0,0,286,2,0,0,6,5,175.0,1.0,-1,0.0,3,0
1278,54.0,0,0,1,0,-932,2,0,2,7,0,799.0,1.0,-1,0.0,3,0
4201,36.0,3,0,3,0,-872,2,0,0,20,3,153.0,1.0,183,1.0,0,0
3217,39.0,4,0,3,0,50,0,0,0,11,5,106.0,3.0,-1,0.0,3,0
2333,39.0,2,0,3,0,338,0,0,2,14,0,90.0,1.0,-1,0.0,3,0
67,29.0,4,0,3,0,444,2,0,0,21,1,130.0,4.0,-1,0.0,3,0
3633,36.0,4,0,2,0,629,2,1,0,29,9,109.0,1.0,246,1.0,0,0
221,37.0,4,0,1,0,4030,2,0,2,26,0,10.0,0.0,-1,0.0,3,0
4017,59.0,5,0,2,0,3800,0,1,0,9,1,70.0,1.0,-1,0.0,3,0
1665,51.0,0,0,1,0,2237,2,0,2,29,0,619.0,1.0,-1,0.0,3,0
4144,29.0,0,0,1,0,358,0,0,0,21,1,88.0,5.0,-1,0.0,3,0
3629,31.0,0,0,1,0,401,0,0,0,14,5,96.0,3.0,-1,0.0,3,0
88,38.0,8,0,3,0,424,2,0,0,17,7,279.0,1.0,-1,0.0,3,0
2171,26.0,4,0,1,0,18,2,1,0,5,0,138.0,1.0,-1,0.0,3,0
4483,31.0,4,0,1,0,119,2,0,0,4,6,380.0,1.0,-1,0.0,3,0
3447,53.0,9,0,2,0,146,0,0,2,30,0,150.0,1.0,-1,0.0,3,0
3558,61.0,5,2,2,0,6610,0,0,0,24,6,481.0,2.0,-1,0.0,3,1
2057,51.0,4,0,1,0,18,0,1,0,25,1,363.0,6.0,-1,0.0,3,0
3172,55.0,9,2,2,0,481,2,0,1,8,0,147.0,2.0,298,3.0,0,0
2144,29.0,0,0,1,0,-478,1,1,0,8,1,10.0,2.0,-1,0.0,3,0
3075,47.0,0,0,1,0,3285,0,0,0,31,1,248.0,5.0,-1,0.0,3,0
4123,47.0,0,2,0,0,126,2,0,2,3,4,2456.0,2.0,-1,0.0,3,1
2755,49.0,2,0,1,0,1114,1,0,0,17,3,10.0,1.0,-1,0.0,3,0
1143,57.0,6,0,0,0,501,2,1,0,7,5,59.0,2.0,-1,0.0,3,0
397,37.0,4,1,2,0,6101,0,0,0,4,0,60.0,5.0,87,1.0,2,0
3668,27.0,4,1,1,0,235,2,0,0,12,0,13.0,5.0,-1,0.0,3,0
1539,34.0,0,0,1,0,322,2,0,0,20,7,10.0,3.0,-1,0.0,3,0
3729,42.0,1,0,0,0,149,0,0,0,20,5,94.0,2.0,-1,0.0,3,0
2283,45.0,1,0,2,0,0,2,0,0,29,1,100.0,3.0,-1,0.0,3,0
1398,34.0,4,1,1,0,341,0,1,0,29,2,136.0,1.0,262,3.0,0,0
1871,34.0,7,2,1,0,991,2,0,2,6,0,89.0,1.0,344,0.0,0,0
1096,46.0,4,0,2,0,217,2,0,0,14,0,141.0,1.0,346,2.0,1,0
3308,49.0,9,0,1,0,362,2,0,2,4,4,84.0,2.0,-1,0.0,3,0
1350,55.0,2,2,0,0,2923,2,0,2,15,0,104.0,2.0,-1,0.0,3,0
2576,31.0,2,1,1,0,469,0,1,0,2,6,111.0,1.0,-1,0.0,3,0
979,56.0,0,2,0,0,3021,0,0,2,9,4,419.0,2.0,-1,0.0,3,0
283,42.0,8,2,1,0,63,1,0,2,16,0,10.0,6.0,-1,0.0,3,0
1298,25.0,10,1,1,0,1116,2,0,0,2,10,170.0,3.0,-1,0.0,3,0
3594,47.0,2,0,1,0,51,2,1,2,16,0,312.0,1.0,-1,0.0,3,0
898,35.0,0,0,0,0,793,2,0,0,17,7,106.0,1.0,-1,0.0,3,0
3275,32.0,9,0,2,0,5878,0,0,0,19,5,159.0,2.0,-1,0.0,3,0
3859,54.0,0,0,0,0,4503,0,0,1,21,3,168.0,3.0,-1,0.0,3,0
4375,29.0,2,2,1,0,92,2,0,0,7,0,240.0,1.0,-1,0.0,3,0
613,41.0,5,0,2,0,231,1,0,0,7,5,10.0,2.0,-1,0.0,3,1
3103,34.0,8,0,3,0,61,0,0,2,5,0,21.0,1.0,-1,0.0,3,0
1787,39.0,9,0,2,0,0,2,0,2,2,4,46.0,2.0,-1,0.0,3,0
2942,34.0,4,0,2,0,544,1,1,0,18,3,10.0,2.0,-1,0.0,3,0
423,37.0,9,1,2,0,876,2,0,0,15,7,140.0,4.0,327,2.0,0,0
3752,47.0,2,0,1,0,0,2,0,1,9,1,250.0,1.0,-1,0.0,3,0
1773,37.0,3,0,3,0,4565,0,0,0,4,8,369.0,1.0,-1,0.0,3,0
4031,36.0,2,1,1,0,174,2,0,2,7,0,223.0,2.0,-1,0.0,3,0
839,37.0,1,0,2,0,4798,2,0,2,20,0,156.0,2.0,-1,0.0,3,0
500,32.0,9,1,2,0,12607,0,0,0,14,5,203.0,5.0,84,1.0,0,0
3568,39.0,7,2,1,0,1022,2,0,2,20,4,20.0,3.0,-1,0.0,3,0
4185,31.0,9,0,2,0,271,0,0,0,18,3,89.0,1.0,-1,0.0,3,0
549,28.0,10,1,1,0,378,2,0,0,17,7,346.0,1.0,-1,0.0,3,0
557,43.0,9,1,2,0,1304,0,0,0,6,5,501.0,2.0,-1,0.0,3,1
887,41.0,0,0,1,0,338,2,0,2,14,0,87.0,1.0,-1,0.0,3,0
1720,30.0,0,1,1,1,4,2,0,2,23,0,84.0,3.0,-1,0.0,3,0
3034,29.0,2,0,0,0,-102,1,0,2,4,1,10.0,1.0,-1,0.0,3,0
2405,40.0,4,0,1,0,0,2,1,0,26,1,105.0,2.0,172,1.0,0,0
218,49.0,0,0,0,0,305,2,1,1,10,1,834.0,10.0,-1,0.0,3,0
2498,34.0,0,0,1,0,2542,1,0,0,14,0,10.0,1.0,-1,0.0,3,0
1563,55.0,1,0,1,0,204,0,0,0,14,1,455.0,13.0,-1,0.0,3,0
1138,35.0,4,2,1,0,56,1,0,0,29,5,10.0,12.0,-1,0.0,3,0
209,56.0,11,0,1,0,1333,0,0,0,28,5,17.0,14.0,-1,0.0,3,0
2609,57.0,9,0,0,0,-226,2,0,2,4,4,272.0,1.0,-1,0.0,3,0
2110,31.0,0,0,1,0,-498,2,0,0,21,1,357.0,1.0,-1,0.0,3,0
2124,43.0,9,0,2,0,291,1,0,2,9,0,10.0,2.0,-1,0.0,3,0
550,54.0,0,0,0,0,211,0,0,2,19,4,200.0,2.0,-1,0.0,3,0
1424,32.0,10,1,2,0,0,0,0,0,6,5,101.0,5.0,3,6.0,1,0
2547,60.0,9,0,1,0,725,2,0,0,8,1,266.0,1.0,-1,0.0,3,0
1831,32.0,8,1,2,0,-59,0,1,2,4,1,192.0,1.0,-1,0.0,3,0
948,48.0,0,1,3,0,428,2,0,0,18,0,127.0,1.0,-1,0.0,3,0
3500,41.0,4,0,1,0,0,0,0,0,29,5,141.0,2.0,-1,0.0,3,0
3221,31.0,4,0,1,0,0,0,1,0,19,5,144.0,4.0,-1,0.0,3,0
532,34.0,8,1,1,0,663,2,0,0,20,7,111.0,1.0,-1,0.0,3,0
3997,43.0,4,0,1,0,275,0,0,0,25,5,69.0,6.0,-1,0.0,3,0
2669,58.0,6,0,0,0,0,2,0,1,9,1,148.0,1.0,-1,0.0,3,0
3174,36.0,0,1,1,0,168,2,0,1,12,0,52.0,1.0,-1,0.0,3,0
3926,56.0,11,0,0,0,-1,0,0,0,27,5,89.0,23.0,-1,0.0,3,0
2857,39.0,2,1,3,0,368,0,0,1,25,1,168.0,1.0,-1,0.0,3,0
639,27.0,9,1,2,0,703,2,0,2,5,4,590.0,3.0,-1,0.0,3,1
4373,28.0,7,0,1,0,225,2,1,2,7,0,866.0,2.0,-1,0.0,3,0
3950,27.0,0,1,1,0,14,0,0,2,14,0,72.0,2.0,-1,0.0,3,0
0,30.0,3,0,0,0,1787,0,0,0,19,11,79.0,1.0,-1,0.0,3,0
4384,52.0,9,1,2,0,4,1,1,0,28,1,10.0,9.0,-1,0.0,3,0
4436,36.0,4,1,2,0,40,0,0,0,26,5,359.0,3.0,-1,0.0,3,0
3423,52.0,0,0,0,0,36,0,0,0,13,5,109.0,2.0,-1,0.0,3,0
3257,31.0,8,1,1,0,1588,2,0,2,3,4,14.0,1.0,-1,0.0,3,0
1595,32.0,4,1,1,0,29,0,0,0,19,5,156.0,2.0,-1,0.0,3,0
247,32.0,3,1,1,0,0,0,0,0,27,0,123.0,2.0,-1,0.0,3,0
3691,38.0,9,1,2,0,5244,0,0,0,8,5,310.0,4.0,-1,0.0,3,0
4339,53.0,0,0,0,0,225,0,0,0,18,1,171.0,7.0,-1,0.0,3,0
1698,31.0,9,1,2,0,3283,0,0,0,2,6,258.0,1.0,73,1.0,0,1
2992,47.0,6,0,1,0,3940,2,0,0,9,3,171.0,2.0,96,5.0,2,0
2921,43.0,9,1,1,0,1029,1,0,2,2,4,10.0,1.0,-1,0.0,3,0
3567,31.0,0,0,3,0,-120,2,0,0,17,1,231.0,2.0,-1,0.0,3,0
2252,45.0,0,0,0,0,2433,0,0,0,6,5,133.0,2.0,-1,0.0,3,0
1814,34.0,9,0,2,0,180,0,0,0,16,4,298.0,3.0,-1,0.0,3,0
2748,40.0,0,0,1,0,-839,1,1,0,16,1,10.0,2.0,-1,0.0,3,1
2519,43.0,4,1,2,1,0,0,0,0,29,5,73.0,4.0,-1,0.0,3,0
2287,38.0,3,0,2,0,1449,0,0,2,26,0,535.0,6.0,-1,0.0,3,0
2470,38.0,4,0,3,0,1042,2,0,0,4,6,419.0,2.0,-1,0.0,3,0
3179,58.0,4,0,0,0,4015,0,0,2,20,4,106.0,3.0,-1,0.0,3,0
2894,49.0,9,0,2,0,7007,0,0,0,17,3,325.0,2.0,-1,0.0,3,0
278,50.0,0,0,0,0,5776,0,0,0,18,3,49.0,3.0,-1,0.0,3,0
952,51.0,8,0,1,0,2662,0,0,1,28,2,148.0,2.0,-1,0.0,3,0
2770,28.0,9,1,2,0,-328,2,0,1,2,6,318.0,2.0,-1,0.0,3,0
1892,27.0,2,0,1,0,100,0,0,0,16,1,57.0,2.0,-1,0.0,3,0
2707,58.0,9,0,2,0,541,1,0,0,8,0,10.0,1.0,-1,0.0,3,0
1558,29.0,8,1,1,0,3432,2,0,0,17,7,139.0,2.0,-1,0.0,3,0
1644,33.0,9,2,3,0,0,0,0,0,13,5,305.0,2.0,-1,0.0,3,0
3165,53.0,9,0,2,0,37,0,0,0,28,5,51.0,9.0,-1,0.0,3,0
2135,57.0,6,0,2,0,3,0,0,0,4,5,142.0,2.0,-1,0.0,3,0
4265,30.0,0,1,1,0,1073,2,0,0,5,0,1130.0,4.0,-1,0.0,3,0
4168,31.0,8,0,1,0,3,2,0,0,28,1,37.0,12.0,-1,0.0,3,0
3295,32.0,4,2,1,0,202,1,0,0,4,6,10.0,1.0,201,1.0,0,0
2318,53.0,8,0,1,0,225,2,0,0,20,7,304.0,1.0,340,1.0,0,0
155,35.0,4,2,1,0,308,0,0,0,22,5,77.0,2.0,-1,0.0,3,0
2374,39.0,0,2,3,0,739,2,0,2,9,0,171.0,1.0,-1,0.0,3,0
985,58.0,0,2,1,0,543,0,1,1,17,1,264.0,3.0,-1,0.0,3,0
4078,30.0,9,0,2,0,562,0,0,0,21,5,137.0,4.0,-1,0.0,3,0
1691,51.0,0,2,0,0,-28,1,1,2,2,1,10.0,2.0,-1,0.0,3,0
1744,27.0,2,1,1,0,795,0,0,0,6,6,101.0,3.0,-1,0.0,3,0
981,28.0,0,1,1,0,3412,2,0,0,15,0,22.0,4.0,-1,0.0,3,0
2069,39.0,9,1,3,0,35,2,0,0,17,7,156.0,1.0,273,3.0,0,0
2367,40.0,9,1,3,0,838,2,0,2,12,0,619.0,3.0,-1,0.0,3,0
2189,43.0,0,0,0,0,778,2,1,2,15,0,284.0,5.0,-1,0.0,3,0
3024,49.0,9,2,2,0,1904,0,1,0,17,3,131.0,2.0,-1,0.0,3,0
942,36.0,9,0,2,0,222,2,0,0,6,0,317.0,1.0,169,2.0,0,0
2420,34.0,5,0,2,0,5498,1,0,0,19,3,10.0,1.0,-1,0.0,3,0
3194,28.0,9,1,3,0,81,0,1,0,8,1,158.0,1.0,-1,0.0,3,0
4340,47.0,0,0,1,0,2548,2,0,0,11,0,577.0,1.0,368,1.0,1,0
1898,58.0,9,0,2,0,3228,0,0,0,19,5,58.0,2.0,-1,0.0,3,0
3154,34.0,9,2,1,0,291,0,0,0,7,5,91.0,2.0,-1,0.0,3,0
1457,33.0,9,0,2,0,3696,0,0,0,19,3,305.0,1.0,182,3.0,0,0
1509,42.0,8,2,1,0,936,0,0,0,30,2,931.0,1.0,-1,0.0,3,1
1395,38.0,4,0,2,0,3234,0,0,0,18,3,578.0,2.0,-1,0.0,3,1
264,58.0,4,0,2,0,883,0,0,0,18,5,543.0,1.0,78,2.0,0,0
3654,30.0,9,1,2,0,2,0,0,0,16,4,102.0,1.0,85,1.0,0,0
1499,50.0,9,0,2,0,-94,1,1,2,25,4,10.0,1.0,-1,0.0,3,0
700,29.0,2,0,1,0,3,2,0,0,10,1,183.0,1.0,-1,0.0,3,0
1837,39.0,4,2,2,1,3,0,0,0,6,0,488.0,1.0,-1,0.0,3,1
644,32.0,1,1,2,0,890,2,1,0,28,5,27.0,10.0,-1,0.0,3,0
4466,61.0,9,0,1,0,967,1,0,0,20,5,10.0,1.0,-1,0.0,3,0
1405,37.0,0,0,3,0,37,1,0,0,13,0,10.0,2.0,362,1.0,1,0
929,51.0,8,2,1,0,340,2,0,2,8,0,186.0,1.0,-1,0.0,3,0
3563,56.0,0,0,0,0,151,1,0,0,3,6,10.0,1.0,-1,0.0,3,0
2311,39.0,9,0,3,0,3431,2,0,2,16,0,73.0,1.0,-1,0.0,3,0
3027,40.0,9,0,2,0,0,0,0,0,10,3,147.0,1.0,96,8.0,2,1
2225,39.0,5,1,3,0,96,0,0,0,5,6,577.0,1.0,-1,0.0,3,0
246,42.0,9,0,1,0,-189,1,0,2,12,0,10.0,2.0,-1,0.0,3,0
4401,38.0,1,2,2,0,7929,0,0,0,8,1,182.0,3.0,-1,0.0,3,0
3508,52.0,6,0,1,0,14363,0,0,2,5,4,132.0,1.0,-1,0.0,3,0
923,32.0,0,0,3,0,-63,2,0,2,30,0,198.0,1.0,-1,0.0,3,0
4101,48.0,0,0,0,0,559,2,0,2,15,0,1231.0,2.0,-1,0.0,3,0
1185,33.0,8,0,1,0,-6,2,0,2,7,0,566.0,2.0,-1,0.0,3,0
268,38.0,8,1,1,0,902,2,0,1,31,1,58.0,13.0,-1,0.0,3,0
669,56.0,4,0,1,0,4063,0,1,1,28,1,10.0,0.0,-1,0.0,3,0
1769,50.0,5,0,3,0,-84,2,0,2,6,0,101.0,1.0,-1,0.0,3,0
2925,52.0,0,2,0,0,-97,2,1,2,9,0,167.0,4.0,-1,0.0,3,0
2664,48.0,8,2,3,0,-70,0,0,0,14,0,243.0,1.0,-1,0.0,3,0
2453,29.0,9,0,3,0,581,2,0,0,14,1,192.0,2.0,-1,0.0,3,0
2083,42.0,8,0,1,0,214,2,0,2,28,0,21.0,24.0,-1,0.0,3,0
3937,53.0,6,0,0,0,2581,0,0,0,15,7,99.0,1.0,-1,0.0,3,0
2463,39.0,7,1,3,0,2443,0,0,2,18,4,422.0,1.0,-1,0.0,3,0
4162,56.0,4,2,2,0,401,2,0,1,20,3,26.0,1.0,-1,0.0,3,0
648,29.0,1,0,3,0,178,2,0,0,5,0,231.0,4.0,-1,0.0,3,0
543,48.0,0,0,1,0,157,2,0,2,6,0,73.0,1.0,-1,0.0,3,0
2282,44.0,0,1,0,0,787,2,0,2,30,0,570.0,2.0,-1,0.0,3,0
3185,42.0,8,0,1,0,529,2,1,0,19,3,193.0,3.0,-1,0.0,3,0
3038,39.0,2,0,3,0,2201,2,0,2,15,0,233.0,3.0,-1,0.0,3,0
259,29.0,0,1,1,0,482,0,1,0,10,1,1097.0,3.0,-1,0.0,3,1
3347,36.0,9,0,2,0,340,2,0,0,20,7,68.0,2.0,-1,0.0,3,0
2450,39.0,0,0,3,0,2519,2,0,2,15,0,262.0,4.0,-1,0.0,3,0
927,39.0,4,2,3,0,1097,2,0,2,12,0,298.0,2.0,-1,0.0,3,0
612,26.0,1,1,2,0,81,0,0,0,21,1,262.0,3.0,-1,0.0,3,0
