Unnamed: 0.1,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3357,,53.0,blue-collar,married,primary,no,25,,no,unknown,6,may,,3.0,-1,0.0,unknown,no
2644,2644.0,36.0,management,married,tertiary,no,9,no,no,cellular,11,aug,386.0,4.0,-1,0.0,unknown,yes
2704,2704.0,58.0,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137.0,1.0,-1,0.0,unknown,no
328,328.0,35.0,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370.0,3.0,209,3.0,success,yes
4413,4413.0,65.0,retired,married,primary,no,493,no,no,cellular,16,oct,622.0,1.0,182,1.0,failure,no
527,527.0,49.0,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218.0,3.0,-1,0.0,unknown,no
897,897.0,,blue-collar,married,,,1354,yes,yes,cellular,17,nov,222.0,2.0,-1,0.0,unknown,no
1662,1662.0,,blue-collar,married,,,1164,yes,no,unknown,8,may,166.0,2.0,-1,0.0,unknown,no
99,99.0,31.0,unemployed,single,primary,no,406,no,no,cellular,4,feb,736.0,1.0,-1,0.0,unknown,yes
1502,1502.0,49.0,admin.,married,secondary,no,635,no,no,cellular,25,aug,220.0,3.0,-1,0.0,unknown,no
4204,4204.0,49.0,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210.0,2.0,-1,0.0,unknown,no
1292,1292.0,49.0,technician,married,secondary,no,1091,no,no,telephone,30,jul,47.0,2.0,-1,0.0,unknown,no
977,977.0,44.0,self-employed,,tertiary,no,134,no,no,cellular,28,aug,,,-1,0.0,unknown,no
2437,2437.0,37.0,admin.,single,secondary,no,0,yes,no,cellular,16,apr,640.0,2.0,-1,0.0,unknown,no
1351,1351.0,43.0,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24.0,3.0,-1,0.0,unknown,no
2908,,35.0,technician,married,secondary,no,13658,,no,telephone,9,dec,,2.0,-1,0.0,unknown,no
3524,3524.0,45.0,services,married,,no,0,no,,cellular,8,jul,47.0,7.0,-1,0.0,unknown,
1503,1503.0,56.0,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614.0,2.0,-1,0.0,unknown,no
3834,3834.0,36.0,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136.0,1.0,120,1.0,failure,no
657,657.0,64.0,retired,married,primary,no,43,no,no,cellular,11,mar,117.0,1.0,91,1.0,success,no
495,,48.0,management,divorced,tertiary,no,1328,,no,unknown,6,may,,1.0,-1,0.0,unknown,no
2468,2468.0,28.0,admin.,single,secondary,no,1323,yes,no,unknown,3,jun,361.0,1.0,-1,0.0,unknown,no
354,354.0,29.0,management,married,tertiary,no,318,yes,no,cellular,18,may,1434.0,2.0,356,4.0,failure,no
2649,2649.0,33.0,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439.0,3.0,-1,0.0,unknown,no
3135,3135.0,48.0,management,married,,no,1808,yes,,cellular,26,feb,245.0,1.0,-1,0.0,unknown,
2917,2917.0,41.0,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261.0,1.0,184,6.0,success,yes
2414,2414.0,52.0,technician,married,secondary,no,118,no,no,cellular,28,aug,16.0,20.0,-1,0.0,unknown,no
501,501.0,58.0,admin.,married,secondary,no,2,yes,yes,telephone,25,jul,282.0,9.0,-1,0.0,unknown,no
4222,4222.0,45.0,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89.0,4.0,-1,0.0,unknown,no
1323,1323.0,46.0,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29.0,1.0,356,2.0,failure,no
809,809.0,34.0,management,,,no,703,yes,,cellular,14,apr,,,-1,0.0,unknown,
4264,4264.0,57.0,services,married,,no,162,yes,,unknown,5,may,174.0,1.0,-1,0.0,unknown,
2121,2121.0,,student,single,,,508,yes,no,telephone,18,may,12.0,3.0,374,1.0,other,no
3296,,58.0,blue-collar,married,secondary,no,590,,yes,unknown,5,jun,,1.0,-1,0.0,unknown,no
4158,4158.0,43.0,blue-collar,married,primary,no,483,yes,no,cellular,12,may,225.0,3.0,-1,0.0,unknown,no
1391,1391.0,21.0,services,single,secondary,no,361,no,no,telephone,5,jun,329.0,1.0,95,1.0,other,no
2749,2749.0,39.0,technician,married,secondary,no,994,no,no,cellular,5,feb,221.0,1.0,241,1.0,failure,no
605,605.0,31.0,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189.0,2.0,-1,0.0,unknown,no
2223,2223.0,42.0,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141.0,1.0,-1,0.0,unknown,no
1533,,32.0,blue-collar,single,secondary,no,1721,,no,unknown,21,may,,2.0,-1,0.0,unknown,no
2505,2505.0,56.0,management,divorced,,no,-59,no,,cellular,28,jul,127.0,6.0,-1,0.0,unknown,
4245,,41.0,management,married,tertiary,no,6563,,no,cellular,27,aug,,8.0,-1,0.0,unknown,no
2127,2127.0,32.0,technician,divorced,tertiary,no,267,no,no,cellular,26,may,128.0,1.0,-1,0.0,unknown,no
3378,3378.0,34.0,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172.0,1.0,-1,0.0,unknown,no
3521,3521.0,36.0,,married,tertiary,no,860,yes,no,,20,may,294.0,15.0,-1,,unknown,no
2822,2822.0,38.0,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442.0,1.0,-1,0.0,unknown,yes
100,100.0,36.0,blue-collar,married,,no,0,yes,,unknown,6,may,337.0,1.0,-1,0.0,unknown,
12,12.0,36.0,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328.0,2.0,-1,0.0,unknown,no
3441,3441.0,31.0,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79.0,3.0,-1,0.0,unknown,no
2236,2236.0,,admin.,divorced,,,-18,yes,no,unknown,12,may,155.0,3.0,-1,0.0,unknown,no
3406,3406.0,24.0,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191.0,1.0,-1,0.0,unknown,no
1255,1255.0,33.0,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163.0,2.0,-1,0.0,unknown,no
174,174.0,42.0,management,married,tertiary,no,9009,no,no,cellular,20,nov,135.0,2.0,-1,0.0,unknown,no
1103,,55.0,blue-collar,married,unknown,no,1665,,no,telephone,30,jul,,2.0,-1,0.0,unknown,no
1378,1378.0,41.0,blue-collar,married,,no,951,yes,,cellular,20,apr,23.0,4.0,-1,0.0,unknown,
1057,1057.0,23.0,management,single,tertiary,no,736,yes,no,cellular,30,apr,119.0,1.0,-1,0.0,unknown,no
2700,2700.0,64.0,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531.0,3.0,-1,0.0,unknown,no
2929,2929.0,27.0,management,single,tertiary,no,0,yes,no,cellular,30,jan,323.0,4.0,-1,0.0,unknown,no
2436,2436.0,51.0,technician,married,secondary,no,117,no,no,cellular,24,aug,467.0,2.0,88,4.0,other,yes
1611,1611.0,,management,divorced,,,1297,no,no,cellular,11,aug,716.0,3.0,-1,0.0,unknown,yes
3918,3918.0,45.0,technician,married,secondary,no,49,no,no,cellular,29,jul,65.0,2.0,-1,0.0,unknown,no
217,217.0,30.0,,married,secondary,no,975,yes,no,,13,may,256.0,2.0,351,,failure,no
3887,3887.0,27.0,management,single,tertiary,no,212,yes,no,cellular,15,may,373.0,1.0,-1,0.0,unknown,no
3979,3979.0,32.0,management,single,tertiary,no,751,yes,no,unknown,8,may,64.0,1.0,-1,0.0,unknown,no
2465,2465.0,44.0,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227.0,1.0,-1,0.0,unknown,no
2610,2610.0,31.0,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187.0,2.0,-1,0.0,unknown,no
690,690.0,55.0,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63.0,1.0,-1,0.0,unknown,no
4232,4232.0,38.0,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173.0,3.0,278,6.0,success,yes
567,567.0,36.0,management,divorced,,no,3611,yes,,unknown,4,jun,347.0,3.0,-1,0.0,unknown,
3660,3660.0,32.0,management,single,secondary,no,249,yes,no,unknown,2,jun,258.0,1.0,-1,0.0,unknown,no
3838,3838.0,47.0,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118.0,2.0,-1,0.0,unknown,no
2652,2652.0,50.0,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340.0,2.0,-1,0.0,unknown,no
3389,3389.0,46.0,management,divorced,secondary,no,361,yes,no,unknown,19,may,86.0,7.0,-1,0.0,unknown,no
1425,1425.0,36.0,management,married,tertiary,no,495,no,no,cellular,5,aug,157.0,3.0,97,2.0,success,yes
2244,2244.0,58.0,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128.0,2.0,-1,0.0,unknown,no
2053,2053.0,24.0,technician,single,secondary,no,-46,yes,no,unknown,19,may,23.0,1.0,-1,0.0,unknown,no
1032,,46.0,management,single,primary,no,538,,no,unknown,17,jun,,3.0,-1,0.0,unknown,no
3268,3268.0,44.0,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,392.0,1.0,-1,0.0,unknown,no
3238,3238.0,53.0,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586.0,2.0,-1,0.0,unknown,no
2666,2666.0,31.0,management,single,tertiary,no,574,yes,no,cellular,16,jul,410.0,2.0,-1,0.0,unknown,no
3797,,30.0,technician,single,,no,2325,,,cellular,5,apr,,3.0,241,4.0,other,
1978,1978.0,,,married,,,310,yes,no,,28,jan,526.0,4.0,258,,other,no
3309,,28.0,technician,,secondary,no,618,,no,cellular,7,may,,,-1,0.0,unknown,no
1397,1397.0,31.0,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248.0,4.0,-1,0.0,unknown,no
618,618.0,30.0,technician,married,tertiary,no,1570,yes,no,cellular,26,may,260.0,1.0,-1,0.0,unknown,no
576,576.0,,services,,,,0,yes,yes,cellular,11,may,,,-1,0.0,unknown,no
1456,1456.0,,admin.,married,,,-423,yes,yes,unknown,13,may,106.0,1.0,-1,0.0,unknown,no
650,650.0,33.0,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199.0,2.0,146,2.0,failure,no
3946,3946.0,28.0,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53.0,2.0,-1,0.0,unknown,no
156,156.0,55.0,admin.,married,secondary,no,602,no,no,cellular,1,jun,324.0,3.0,90,2.0,success,yes
831,831.0,47.0,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761.0,2.0,-1,0.0,unknown,yes
888,888.0,43.0,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315.0,4.0,-1,0.0,unknown,no
3184,3184.0,34.0,management,single,tertiary,no,5086,no,no,cellular,25,may,213.0,4.0,-1,0.0,unknown,yes
1231,1231.0,37.0,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73.0,1.0,-1,0.0,unknown,no
2202,2202.0,29.0,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689.0,4.0,-1,0.0,unknown,yes
817,,37.0,services,single,secondary,no,-244,,no,unknown,3,jul,,1.0,-1,0.0,unknown,no
1964,1964.0,,blue-collar,married,,,50,yes,no,cellular,7,may,246.0,2.0,-1,0.0,unknown,no
293,293.0,53.0,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135.0,5.0,-1,0.0,unknown,no
4468,4468.0,42.0,housemaid,,primary,no,1,yes,no,telephone,28,jul,,,-1,0.0,unknown,no
990,990.0,46.0,management,married,tertiary,no,964,yes,no,cellular,8,apr,174.0,1.0,-1,0.0,unknown,no
4368,4368.0,54.0,services,divorced,secondary,no,1012,yes,no,cellular,12,may,33.0,3.0,175,2.0,other,no
353,353.0,50.0,management,married,tertiary,no,4,no,no,cellular,17,nov,223.0,1.0,96,2.0,failure,no
3404,3404.0,25.0,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,134.0,1.0,-1,0.0,unknown,no
2115,2115.0,42.0,housemaid,married,primary,no,145,no,no,cellular,20,aug,252.0,2.0,-1,0.0,unknown,no
2258,,70.0,retired,married,primary,no,3782,,no,cellular,16,mar,,1.0,-1,0.0,unknown,no
1912,1912.0,54.0,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366.0,1.0,150,1.0,failure,no
1258,1258.0,48.0,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227.0,1.0,-1,0.0,unknown,no
2107,2107.0,35.0,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177.0,1.0,-1,0.0,unknown,no
52,52.0,38.0,technician,single,secondary,no,50,no,no,cellular,29,aug,98.0,2.0,-1,0.0,unknown,no
2778,,58.0,blue-collar,,secondary,no,602,,no,cellular,13,may,,,-1,0.0,unknown,no
3631,,55.0,retired,married,secondary,no,4194,,yes,telephone,30,jul,,3.0,-1,0.0,unknown,no
4154,,56.0,self-employed,married,secondary,no,800,,yes,cellular,9,jul,,1.0,-1,0.0,unknown,no
2302,2302.0,28.0,technician,single,secondary,no,769,yes,no,cellular,15,may,153.0,1.0,371,2.0,failure,no
1860,1860.0,48.0,management,married,secondary,no,99,yes,no,unknown,28,may,344.0,1.0,-1,0.0,unknown,no
3830,,57.0,technician,married,tertiary,no,27069,,yes,unknown,20,jun,,3.0,-1,0.0,unknown,no
3647,3647.0,36.0,management,single,secondary,no,0,no,no,cellular,13,aug,333.0,5.0,-1,0.0,unknown,no
3483,3483.0,40.0,management,married,tertiary,no,7780,no,no,telephone,4,may,364.0,1.0,355,1.0,other,no
1338,1338.0,52.0,services,married,secondary,no,-888,no,no,cellular,16,jul,135.0,1.0,-1,0.0,unknown,no
1117,1117.0,42.0,technician,single,,no,-411,yes,,cellular,12,may,78.0,5.0,292,3.0,failure,
30,30.0,68.0,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897.0,2.0,-1,0.0,unknown,yes
4379,,41.0,blue-collar,married,primary,no,1172,,no,unknown,15,may,,1.0,-1,0.0,unknown,no
3652,3652.0,29.0,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30.0,1.0,357,1.0,other,yes
436,,,self-employed,married,,,259,,no,cellular,7,may,,1.0,-1,0.0,unknown,no
912,912.0,43.0,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257.0,2.0,-1,0.0,unknown,no
3538,,,unemployed,single,,,302,,no,cellular,11,feb,,3.0,-1,0.0,unknown,yes
4072,4072.0,45.0,blue-collar,married,primary,no,0,no,no,unknown,23,may,574.0,5.0,-1,0.0,unknown,no
3632,3632.0,35.0,student,single,unknown,no,0,no,no,telephone,28,jan,122.0,3.0,-1,0.0,unknown,no
1786,1786.0,37.0,services,single,secondary,no,1175,yes,no,cellular,15,may,102.0,1.0,333,2.0,failure,no
1128,1128.0,43.0,technician,divorced,secondary,no,167,no,no,cellular,4,aug,211.0,3.0,-1,0.0,unknown,no
903,903.0,34.0,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76.0,1.0,69,2.0,failure,no
2586,2586.0,35.0,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207.0,3.0,-1,0.0,unknown,no
2177,2177.0,27.0,student,single,secondary,no,671,yes,no,unknown,7,may,332.0,2.0,-1,0.0,unknown,no
2648,2648.0,51.0,blue-collar,married,secondary,no,397,yes,no,cellular,20,aug,293.0,2.0,-1,0.0,unknown,no
183,183.0,40.0,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,140.0,1.0,-1,0.0,unknown,no
1207,1207.0,36.0,entrepreneur,,primary,no,177,yes,no,unknown,12,may,,,-1,0.0,unknown,no
1295,1295.0,24.0,management,single,tertiary,no,172,no,no,cellular,3,jul,67.0,2.0,-1,0.0,unknown,no
321,321.0,37.0,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157.0,1.0,-1,0.0,unknown,no
1907,1907.0,59.0,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75.0,1.0,-1,0.0,unknown,no
2807,2807.0,60.0,admin.,married,unknown,no,1088,yes,no,cellular,26,may,149.0,1.0,-1,0.0,unknown,no
3256,3256.0,36.0,management,married,tertiary,no,495,no,no,cellular,12,mar,213.0,3.0,182,6.0,success,yes
3949,3949.0,38.0,housemaid,married,primary,no,21,no,no,cellular,26,aug,634.0,2.0,-1,0.0,unknown,no
3848,3848.0,26.0,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190.0,1.0,84,1.0,failure,no
44,,32.0,technician,single,tertiary,no,2204,,no,cellular,21,nov,,4.0,-1,0.0,unknown,no
4385,4385.0,32.0,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,apr,211.0,3.0,-1,0.0,unknown,no
1293,1293.0,,management,divorced,,,743,no,no,unknown,5,jun,36.0,2.0,-1,0.0,unknown,no
1793,1793.0,39.0,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133.0,2.0,-1,0.0,unknown,no
3809,3809.0,,blue-collar,married,,,161,yes,no,unknown,13,may,274.0,2.0,-1,0.0,unknown,no
801,801.0,30.0,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218.0,1.0,330,2.0,failure,no
2016,2016.0,43.0,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209.0,2.0,-1,0.0,unknown,no
1894,1894.0,53.0,technician,married,unknown,no,619,no,no,unknown,17,jun,198.0,6.0,-1,0.0,unknown,no
1832,1832.0,40.0,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186.0,1.0,-1,0.0,unknown,no
256,256.0,34.0,management,married,tertiary,no,415,no,yes,cellular,23,jul,361.0,2.0,-1,0.0,unknown,no
1204,1204.0,44.0,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210.0,3.0,-1,0.0,unknown,no
3543,3543.0,39.0,technician,married,secondary,no,6,yes,no,cellular,18,may,122.0,3.0,357,4.0,failure,no
647,647.0,46.0,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249.0,3.0,112,2.0,failure,no
4152,4152.0,21.0,student,single,secondary,no,6844,no,no,cellular,14,aug,126.0,3.0,127,7.0,other,no
1242,1242.0,35.0,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135.0,2.0,370,2.0,failure,no
3414,3414.0,38.0,technician,single,secondary,no,173,no,no,cellular,29,aug,150.0,4.0,-1,0.0,unknown,no
3091,3091.0,38.0,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521.0,1.0,-1,0.0,unknown,no
1406,1406.0,44.0,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82.0,1.0,-1,0.0,unknown,no
3306,3306.0,52.0,admin.,married,secondary,no,693,no,no,unknown,12,jun,271.0,1.0,-1,0.0,unknown,no
4505,4505.0,32.0,admin.,single,,no,620,yes,,unknown,26,may,1234.0,3.0,-1,0.0,unknown,
1505,1505.0,30.0,admin.,married,secondary,no,124,no,no,telephone,16,jun,161.0,2.0,-1,0.0,unknown,no
1880,1880.0,40.0,management,married,tertiary,no,-495,no,yes,cellular,29,jul,303.0,2.0,-1,0.0,unknown,no
2577,2577.0,39.0,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158.0,1.0,-1,0.0,unknown,no
263,263.0,53.0,entrepreneur,married,tertiary,no,624,no,yes,cellular,21,jul,180.0,4.0,-1,0.0,unknown,no
1330,1330.0,27.0,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411.0,2.0,-1,0.0,unknown,no
56,56.0,57.0,,married,,no,82,no,,,4,feb,140.0,1.0,-1,,unknown,
2018,,54.0,,divorced,tertiary,no,7010,,no,,11,mar,,2.0,-1,,unknown,no
4184,4184.0,47.0,management,married,tertiary,no,6637,yes,no,cellular,17,apr,174.0,2.0,-1,0.0,unknown,no
2848,2848.0,80.0,retired,married,secondary,no,462,no,no,cellular,7,dec,127.0,2.0,-1,0.0,unknown,no
4455,4455.0,,blue-collar,married,,,181,yes,no,cellular,17,apr,599.0,2.0,-1,0.0,unknown,no
1444,1444.0,57.0,technician,divorced,primary,no,13,yes,no,cellular,8,may,323.0,2.0,368,2.0,failure,no
3111,3111.0,39.0,management,married,secondary,no,0,yes,no,cellular,27,aug,63.0,3.0,-1,0.0,unknown,no
682,682.0,37.0,self-employed,married,secondary,no,4153,yes,no,cellular,31,jul,35.0,16.0,-1,0.0,unknown,no
2721,2721.0,31.0,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281.0,3.0,-1,0.0,unknown,no
1407,1407.0,36.0,unemployed,single,tertiary,no,9019,yes,no,unknown,11,jun,952.0,3.0,-1,0.0,unknown,no
2763,,57.0,services,married,tertiary,no,10,,no,telephone,8,jul,,3.0,-1,0.0,unknown,no
286,286.0,47.0,admin.,married,secondary,no,1060,yes,no,unknown,6,jun,83.0,3.0,-1,0.0,unknown,no
1454,1454.0,45.0,services,single,primary,no,1893,yes,no,unknown,3,jun,1259.0,6.0,-1,0.0,unknown,yes
1974,1974.0,44.0,technician,single,secondary,no,7138,no,no,cellular,8,aug,809.0,2.0,-1,0.0,unknown,yes
3780,3780.0,26.0,management,,tertiary,no,170,no,no,cellular,15,jun,,,-1,0.0,unknown,yes
1413,1413.0,42.0,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115.0,1.0,-1,0.0,unknown,no
1451,1451.0,29.0,services,married,secondary,no,3748,no,no,cellular,28,may,322.0,3.0,-1,0.0,unknown,no
1479,1479.0,31.0,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95.0,1.0,-1,0.0,unknown,no
736,736.0,52.0,technician,,secondary,no,204,no,no,cellular,7,aug,,,-1,0.0,unknown,no
1626,1626.0,55.0,technician,married,secondary,no,0,yes,no,unknown,30,may,119.0,2.0,-1,0.0,unknown,no
4012,4012.0,30.0,admin.,married,tertiary,no,0,yes,no,cellular,24,jul,209.0,2.0,-1,0.0,unknown,no
2520,2520.0,,management,divorced,,,4425,yes,no,unknown,30,may,162.0,1.0,-1,0.0,unknown,no
2290,2290.0,,entrepreneur,married,,,228,yes,no,cellular,5,feb,105.0,1.0,-1,0.0,unknown,no
3877,3877.0,62.0,unknown,married,secondary,no,367,no,no,telephone,2,mar,139.0,5.0,-1,0.0,unknown,no
1071,1071.0,38.0,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57.0,5.0,349,1.0,other,no
1789,1789.0,41.0,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161.0,1.0,-1,0.0,unknown,no
2316,2316.0,43.0,entrepreneur,married,tertiary,no,13342,yes,no,cellular,18,nov,465.0,1.0,-1,0.0,unknown,no
3253,3253.0,39.0,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99.0,6.0,-1,0.0,unknown,no
2361,2361.0,37.0,services,divorced,secondary,no,532,yes,no,unknown,11,jun,199.0,1.0,-1,0.0,unknown,no
3188,3188.0,38.0,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218.0,1.0,-1,0.0,unknown,no
3218,3218.0,49.0,entrepreneur,married,secondary,no,1916,no,yes,telephone,14,jul,281.0,3.0,-1,0.0,unknown,no
2767,2767.0,47.0,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454.0,6.0,-1,0.0,unknown,no
498,498.0,38.0,technician,single,secondary,no,258,no,yes,unknown,20,jun,587.0,2.0,-1,0.0,unknown,no
3765,3765.0,55.0,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169.0,1.0,183,1.0,failure,yes
1412,,57.0,admin.,divorced,unknown,no,4012,,no,cellular,20,nov,,1.0,-1,0.0,unknown,no
2117,2117.0,40.0,housemaid,married,primary,no,1832,no,no,cellular,6,feb,213.0,4.0,-1,0.0,unknown,no
3443,3443.0,40.0,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97.0,2.0,-1,0.0,unknown,no
1488,1488.0,46.0,management,married,tertiary,no,1008,no,no,cellular,29,aug,24.0,13.0,-1,0.0,unknown,no
2620,2620.0,28.0,technician,single,secondary,no,1453,yes,no,cellular,12,may,246.0,1.0,343,1.0,other,no
1983,1983.0,34.0,technician,single,secondary,no,105,yes,no,cellular,7,may,146.0,2.0,171,3.0,failure,no
1022,1022.0,31.0,blue-collar,married,secondary,no,1243,yes,no,unknown,21,may,32.0,1.0,-1,0.0,unknown,no
1779,1779.0,32.0,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638.0,1.0,175,3.0,success,no
4421,4421.0,30.0,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59.0,1.0,-1,0.0,unknown,no
1803,1803.0,,services,single,,,1987,yes,no,telephone,20,nov,55.0,2.0,-1,0.0,unknown,no
3916,3916.0,38.0,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,nov,185.0,3.0,-1,0.0,unknown,no
665,,54.0,technician,married,secondary,no,0,,no,telephone,16,nov,,1.0,94,8.0,failure,no
3223,3223.0,31.0,management,married,tertiary,no,0,no,no,unknown,14,may,298.0,1.0,-1,0.0,unknown,no
2181,2181.0,32.0,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125.0,1.0,368,4.0,failure,no
1017,1017.0,49.0,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558.0,1.0,-1,0.0,unknown,yes
3881,3881.0,,technician,single,,,1679,no,no,telephone,20,oct,718.0,1.0,-1,0.0,unknown,yes
1924,1924.0,44.0,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171.0,1.0,-1,0.0,unknown,no
2758,2758.0,57.0,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238.0,2.0,-1,0.0,unknown,no
1550,1550.0,40.0,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410.0,1.0,-1,0.0,unknown,no
1235,1235.0,32.0,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18.0,5.0,-1,0.0,unknown,no
245,245.0,36.0,management,married,tertiary,no,0,yes,no,cellular,28,jan,60.0,1.0,250,1.0,other,no
266,266.0,29.0,student,single,secondary,no,872,yes,no,unknown,7,may,230.0,1.0,-1,0.0,unknown,no
3196,3196.0,46.0,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246.0,1.0,-1,0.0,unknown,no
1114,1114.0,36.0,,divorced,secondary,no,487,no,yes,,11,aug,268.0,3.0,-1,,unknown,no
63,63.0,48.0,services,married,secondary,no,1355,no,no,cellular,4,jul,134.0,2.0,-1,0.0,unknown,no
4174,4174.0,,management,single,,,10907,no,no,cellular,4,may,74.0,3.0,-1,0.0,unknown,no
1602,1602.0,47.0,admin.,divorced,secondary,no,162,yes,no,unknown,9,may,203.0,4.0,-1,0.0,unknown,no
2281,2281.0,,retired,married,,,983,no,no,cellular,5,aug,139.0,1.0,-1,0.0,unknown,no
2476,2476.0,45.0,technician,married,secondary,no,2571,no,no,unknown,18,jun,146.0,2.0,-1,0.0,unknown,no
4258,,29.0,management,single,tertiary,no,5980,,no,unknown,28,may,,1.0,-1,0.0,unknown,no
2321,,27.0,services,single,secondary,no,54,,no,unknown,28,may,,2.0,-1,0.0,unknown,yes
1749,1749.0,40.0,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38.0,1.0,335,1.0,other,no
1455,1455.0,39.0,technician,married,tertiary,no,14,no,no,cellular,28,jan,114.0,2.0,-1,0.0,unknown,no
2264,2264.0,51.0,management,married,tertiary,no,-15,no,no,cellular,25,jul,212.0,2.0,-1,0.0,unknown,no
103,103.0,57.0,services,single,primary,no,3777,yes,no,telephone,13,may,65.0,2.0,-1,0.0,unknown,no
2186,2186.0,39.0,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43.0,1.0,-1,0.0,unknown,no
3676,3676.0,47.0,services,married,secondary,no,2322,no,no,cellular,22,aug,618.0,1.0,-1,0.0,unknown,no
508,508.0,41.0,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92.0,1.0,-1,0.0,unknown,no
